wavelength (nm),sample 1,sample 2,sample 3,sample 4,sample 5,sample 6,sample 7,sample 8,sample 9,More Wavelength,sample 10,sample 11,sample 12,sample 13,sample 14,sample 15,sample 16,sample 17,sample 18
500.6,0.059188225,0.101612627,0.097395471,0.194466574,0.242908653,0.304165596,0.387510777,0.33527961,0.161734768,505.9,0.066023193,0.089098685,0.13577556,0.36974103,0.434177036,0.281841596,0.054663009,0.078691164,0.145090394
501.5,0.059633209,0.104036778,0.099203252,0.198545253,0.247996498,0.310253472,0.39580013,0.342086905,0.164810872,506.8,0.067324339,0.0905748,0.138253699,0.376483816,0.442485233,0.286623072,0.054763814,0.079606564,0.148401044
502.3,0.060091266,0.10600975,0.100313399,0.202271187,0.2534269,0.31694902,0.403918202,0.348461028,0.168132262,507.7,0.067757306,0.092248959,0.14064025,0.383842774,0.449870695,0.29115868,0.055242312,0.081035087,0.15162031
503.2,0.060610739,0.107333533,0.101851242,0.206422283,0.258863337,0.323407461,0.412493516,0.356219211,0.171651423,508.6,0.069013085,0.094630332,0.143906921,0.390996621,0.458051633,0.296395301,0.055544834,0.082145452,0.154538673
504,0.061434225,0.108893785,0.102899221,0.21019041,0.264559302,0.329767911,0.419973894,0.363581442,0.175782828,509.5,0.070236218,0.096810982,0.147207065,0.39847113,0.46676918,0.301647383,0.056237032,0.083715779,0.157478379
504.9,0.062564744,0.110589316,0.105186618,0.215306414,0.271174513,0.336516572,0.427423963,0.371777686,0.179414493,510.4,0.071536271,0.098543254,0.150397453,0.405749784,0.475844291,0.30665537,0.05632307,0.084405168,0.15963904
505.7,0.063580076,0.113042188,0.107159659,0.220018554,0.277503357,0.343477888,0.435114412,0.378230871,0.182616691,511.2,0.072910065,0.100068495,0.153550134,0.413764451,0.483442078,0.311620078,0.056988662,0.084834394,0.162196114
506.6,0.064628741,0.115834254,0.110059895,0.225211784,0.284218215,0.351511332,0.443727299,0.385110969,0.185765611,512.2,0.073833303,0.101530179,0.157204978,0.422557604,0.491965848,0.316911932,0.057541754,0.085115982,0.164845017
507.4,0.065707679,0.118257307,0.112232816,0.229395277,0.289578845,0.358636595,0.452565946,0.391414565,0.189413178,513,0.075622701,0.104042904,0.16087128,0.430954507,0.500326335,0.322257249,0.058450247,0.085815353,0.167483655
508.3,0.066762735,0.120987811,0.11447634,0.234512204,0.295910502,0.366458709,0.461247649,0.398604653,0.193317705,513.8,0.077543023,0.106584291,0.164984084,0.439430207,0.509426318,0.327625389,0.059054792,0.086499545,0.169674896
509.2,0.068427808,0.123644517,0.11644701,0.240047645,0.302700805,0.373368734,0.469814857,0.406656077,0.197145095,514.6,0.078679467,0.109006484,0.168825071,0.446384562,0.516687252,0.332724047,0.059903024,0.087497865,0.171613766
510,0.069846596,0.126557569,0.118267507,0.246299291,0.310224781,0.381337152,0.478069844,0.413751384,0.200221044,515.4,0.080053333,0.11136642,0.173394181,0.454483382,0.524697662,0.338047051,0.060713562,0.088839016,0.173587053
510.9,0.071595677,0.129141062,0.121104835,0.251968403,0.317692357,0.389189982,0.486556601,0.420922615,0.203930079,516.2,0.081482391,0.113716147,0.177656072,0.462991826,0.533213942,0.343038774,0.061927079,0.090908528,0.176302875
511.7,0.072484099,0.132252551,0.123606473,0.257788523,0.325378457,0.397686954,0.495402921,0.42836875,0.206899392,517,0.084197949,0.116467764,0.181616243,0.472339949,0.542580973,0.348141884,0.063363075,0.092586967,0.179479252
512.5,0.073717742,0.135218901,0.126693409,0.262698886,0.333123672,0.40627831,0.503939499,0.43606181,0.210470066,517.8,0.08611961,0.118778072,0.185316791,0.48128198,0.551603264,0.353077918,0.064728218,0.093411828,0.182799262
513.3,0.075423664,0.139157585,0.129864616,0.269604969,0.341255515,0.415203875,0.513093034,0.443791922,0.213801524,518.6,0.088551432,0.12194376,0.190028604,0.490157563,0.560179204,0.358455991,0.065894895,0.094420438,0.185980669
514.1,0.077146422,0.14231163,0.133128868,0.277208497,0.348866145,0.423796146,0.521361546,0.450258681,0.217634037,519.4,0.09040548,0.125092617,0.19541832,0.498379581,0.567758877,0.363812192,0.066764001,0.095302209,0.188976566
514.9,0.078713281,0.145702158,0.136559062,0.284081858,0.356420555,0.431628152,0.528751823,0.457297388,0.221197243,520.2,0.092185891,0.128539631,0.201109283,0.506629493,0.57541164,0.368158228,0.06805601,0.096309682,0.192614648
515.7,0.08035442,0.149184748,0.139667484,0.290726191,0.364851446,0.440195455,0.536471116,0.463586096,0.225015035,521,0.094097311,0.131482042,0.205951166,0.513838031,0.583022461,0.372322002,0.069430308,0.098009533,0.196496784
516.5,0.082220861,0.153279848,0.142810738,0.29591042,0.372774633,0.447720595,0.544082207,0.470463624,0.227983795,521.8,0.096150688,0.134714418,0.211352777,0.522099976,0.590756195,0.377017968,0.070994573,0.099727175,0.2000413
517.3,0.084710751,0.157570843,0.146473134,0.302860998,0.380706954,0.457063549,0.553844218,0.477238053,0.231179723,522.6,0.099064408,0.138538482,0.217485069,0.530057608,0.599111517,0.381688425,0.072347081,0.102637277,0.203893402
518,0.085888925,0.160563251,0.149427567,0.308916757,0.387955076,0.465483115,0.561651241,0.483776444,0.233831039,523.4,0.100976492,0.142721332,0.223325732,0.539136095,0.605878436,0.385937824,0.073899256,0.104343153,0.207806545
518.8,0.08794425,0.163482005,0.152722516,0.31597342,0.397400155,0.474473432,0.570382405,0.489439382,0.237437557,524.2,0.10356227,0.145810786,0.228551709,0.546369151,0.612902219,0.389906856,0.075255497,0.106485819,0.212017611
519.6,0.089269313,0.166474422,0.155767003,0.322352188,0.40653329,0.48228316,0.576629561,0.494664722,0.240645154,525,0.105953398,0.14937878,0.232699928,0.554526224,0.619440876,0.39417261,0.077286239,0.107893121,0.216448231
520.4,0.091166521,0.170627123,0.160063939,0.32908254,0.415170897,0.489456359,0.584438501,0.500325442,0.243988481,525.8,0.108746779,0.153009325,0.237239456,0.562994707,0.626268783,0.39894731,0.07887717,0.10945366,0.220592291
521.2,0.093468111,0.175040665,0.164493292,0.336505575,0.422684944,0.498240199,0.59162251,0.506848531,0.246845432,526.6,0.110632072,0.157423719,0.24230049,0.572508295,0.631912292,0.402633772,0.080926029,0.111362141,0.225009424
522,0.095466129,0.179735439,0.168443088,0.343785111,0.430223953,0.506860914,0.599749266,0.512808306,0.248764712,527.4,0.113208038,0.160718228,0.248320833,0.580239004,0.63703326,0.406849589,0.082459321,0.113603567,0.229271693
522.8,0.097816231,0.184156027,0.171964738,0.350795115,0.438588873,0.516560988,0.606490848,0.518831327,0.251443758,528.2,0.115672296,0.164452969,0.254472655,0.586192902,0.643399567,0.410011354,0.084385071,0.116208832,0.234189282
523.6,0.099213951,0.187800512,0.175575536,0.35643313,0.446562131,0.523935118,0.612218849,0.522123574,0.253301048,529,0.118752876,0.167650868,0.260183494,0.591836139,0.64992791,0.413257395,0.085212242,0.118323101,0.238191784
524.3,0.10103213,0.19224875,0.179723876,0.36390724,0.455281671,0.531795601,0.617700643,0.526495321,0.256543634,529.8,0.12141317,0.171592878,0.266286788,0.598152687,0.655501032,0.416488535,0.086041998,0.120772269,0.242257043
525.1,0.102969357,0.196101194,0.183928328,0.370971254,0.463978609,0.538494526,0.62434443,0.530505274,0.258558128,530.6,0.124904507,0.175223291,0.271878314,0.604045673,0.660241392,0.419372825,0.087022636,0.122797727,0.245915288
525.9,0.105438389,0.200910667,0.188046656,0.378477545,0.472384773,0.547546919,0.62945508,0.536324434,0.261031427,531.4,0.127786546,0.179493394,0.278328074,0.609730456,0.664734926,0.422644765,0.088320825,0.125322854,0.251010559
526.7,0.108585686,0.204454681,0.192257745,0.384802864,0.480681119,0.555273305,0.63505159,0.539854101,0.263666096,532.2,0.130852719,0.184239207,0.283826578,0.616138573,0.669567506,0.424807768,0.090744927,0.128191194,0.256640978
527.5,0.111411734,0.208877522,0.195549825,0.39187749,0.488663483,0.564216065,0.639485564,0.542816856,0.265027812,533,0.133467054,0.189144473,0.290411015,0.622433911,0.673685809,0.4265708,0.092332701,0.130963533,0.262032223
528.3,0.113904383,0.213344774,0.199496488,0.39880555,0.496760125,0.571640401,0.645880782,0.546498934,0.266755392,533.8,0.137190098,0.194526416,0.296251398,0.629384945,0.677899901,0.42874163,0.095113023,0.133701898,0.267174246
529.1,0.116062781,0.218693701,0.202980491,0.406675639,0.505355854,0.579417701,0.650215617,0.55071904,0.268410102,534.6,0.140390946,0.198779284,0.302486352,0.635113746,0.679676741,0.43084873,0.095948534,0.13638756,0.271555738
529.9,0.11874326,0.223276166,0.207213924,0.414331797,0.513514347,0.586069115,0.654008764,0.554400277,0.270096086,535.4,0.143876187,0.202445625,0.308085679,0.641628173,0.682681574,0.432690028,0.097931678,0.138693713,0.276635208
530.6,0.12107581,0.227625959,0.211549502,0.421409972,0.522752578,0.593446804,0.658704437,0.557510349,0.272138518,536.2,0.147631191,0.207006192,0.314669978,0.646971515,0.685352386,0.433223485,0.099155403,0.141590573,0.282535276
531.4,0.124035039,0.232215877,0.21650627,0.428728479,0.531107048,0.600724322,0.663261926,0.560402255,0.273269124,537,0.151110015,0.21169541,0.321282228,0.651498228,0.688452244,0.434393685,0.100712181,0.143870584,0.288205533
532.2,0.126894217,0.237528509,0.221464279,0.435451623,0.539065789,0.608798028,0.667785822,0.563809163,0.275329928,537.8,0.154996057,0.217173006,0.327789473,0.655986874,0.69118815,0.436614,0.102639885,0.147232695,0.293919889
533,0.129767649,0.242450375,0.225332849,0.443112891,0.546199739,0.616410824,0.670449622,0.565553592,0.276625956,538.6,0.158942322,0.22156656,0.33351204,0.659998281,0.693763817,0.437951108,0.104578242,0.149869509,0.298867946
533.8,0.132655948,0.247543178,0.229363345,0.449724214,0.553615813,0.623679285,0.674979003,0.567162792,0.277682462,539.4,0.162835866,0.22692307,0.339380578,0.664378822,0.696424091,0.43880553,0.107184801,0.153321498,0.303997536
534.6,0.135366427,0.253128124,0.233771032,0.45652775,0.561406538,0.630780341,0.678730365,0.568468545,0.278115778,540.2,0.166068833,0.231691259,0.345378572,0.669641031,0.697904235,0.438996015,0.108759463,0.156573693,0.309687097
535.4,0.138304988,0.258869181,0.239291944,0.464167065,0.568938145,0.637699312,0.682891882,0.570249274,0.278729119,541,0.168734064,0.236878739,0.352034683,0.673901751,0.69833394,0.43953862,0.110240872,0.159873573,0.315603377
536.2,0.141166479,0.264029443,0.244595112,0.471314813,0.576133973,0.64453266,0.685258646,0.573556646,0.279898711,541.8,0.172182514,0.241700065,0.358446212,0.678599632,0.698945142,0.440199344,0.112151022,0.16277626,0.321937986
536.9,0.144418008,0.268936717,0.249618469,0.479174965,0.584738926,0.650611588,0.688297602,0.575838963,0.281148112,542.6,0.176369117,0.247726327,0.365179205,0.680637901,0.699936497,0.440226871,0.114115053,0.166045934,0.327737459
537.7,0.147710024,0.274290531,0.254689832,0.485711013,0.592358284,0.656209067,0.689643786,0.576802102,0.281542631,543.4,0.180754697,0.25320435,0.37149833,0.68395529,0.699445108,0.439992432,0.116287783,0.169971498,0.333570901
538.5,0.150751651,0.280314358,0.25976685,0.492263558,0.600389275,0.661303978,0.690491281,0.575982201,0.2815584,544.2,0.184502174,0.258760456,0.378508044,0.686193024,0.698606752,0.439282471,0.11766732,0.173026121,0.339314564
539.3,0.154233808,0.286457179,0.265603255,0.499750492,0.606805865,0.668040999,0.69217039,0.575870194,0.282064246,545,0.188760238,0.264062703,0.384846101,0.689727964,0.697790916,0.439652022,0.119636204,0.176307091,0.345351642
540.1,0.158212297,0.293052477,0.271262975,0.506509096,0.615142773,0.674832128,0.694602781,0.578199282,0.283623599,545.8,0.193036959,0.269696513,0.391572619,0.692441854,0.69819079,0.440035063,0.121864856,0.179974822,0.352252973
540.9,0.162010998,0.297995836,0.276186421,0.514958244,0.621262021,0.682624939,0.697726334,0.579285395,0.283186704,546.6,0.197913177,0.27574707,0.397291699,0.695486372,0.698609887,0.44021904,0.124449588,0.184025317,0.359243998
541.7,0.164963186,0.30322576,0.280953118,0.522321382,0.627865877,0.687668653,0.69812444,0.579425556,0.282344346,547.4,0.20134063,0.281041378,0.404085376,0.697382731,0.696896109,0.438997358,0.126189247,0.187899471,0.365959755
542.5,0.167977006,0.307908354,0.285905365,0.530132079,0.632725017,0.691655784,0.698011582,0.577963265,0.280797794,548.2,0.205706871,0.286704932,0.410733142,0.700425027,0.694448153,0.438108001,0.128528232,0.191091162,0.371631033
543.2,0.171360952,0.314407224,0.291932102,0.535539331,0.639290595,0.696343779,0.697922432,0.576888972,0.281348241,549,0.209906699,0.29212513,0.416784099,0.700659298,0.691830519,0.43679491,0.130728127,0.195015359,0.377493476
544,0.174751925,0.319825011,0.297485769,0.541360587,0.646214491,0.700887067,0.698454169,0.575986855,0.281689082,549.8,0.214528817,0.298135895,0.422260423,0.702517722,0.689790852,0.43508794,0.133608586,0.198724898,0.383649767
544.8,0.178130824,0.325548237,0.302841759,0.546420224,0.653224305,0.70630982,0.698040346,0.57463854,0.281555137,550.6,0.218858327,0.304053952,0.428704194,0.702010593,0.688305129,0.432713786,0.135532086,0.202603226,0.3900418
545.6,0.181638882,0.331165778,0.307391309,0.553447366,0.659160916,0.709343459,0.696467515,0.57355747,0.280506871,551.4,0.223574584,0.310025537,0.435416903,0.704272946,0.685993683,0.430456177,0.138246318,0.206278424,0.396284289
546.4,0.185563095,0.337385439,0.312918337,0.560032182,0.664200959,0.71391601,0.69550313,0.572532654,0.279107304,552.2,0.229202814,0.315505558,0.442635218,0.704032452,0.683946893,0.428899797,0.140750901,0.21023563,0.403151919
547.2,0.189588206,0.344226627,0.319111769,0.566896508,0.669425688,0.718909469,0.696119005,0.571754065,0.27836197,553,0.233587087,0.322384102,0.448821251,0.704750897,0.680692923,0.427342125,0.143705591,0.214752266,0.409891084
548,0.192973423,0.350391269,0.326447309,0.572774677,0.675411977,0.72277709,0.696961399,0.570699986,0.277166925,553.8,0.238471383,0.328626773,0.455472161,0.703979167,0.677278022,0.425250335,0.145967931,0.219155634,0.416949114
548.8,0.197155547,0.356409067,0.33315201,0.577783645,0.681458714,0.726518458,0.696826692,0.569396446,0.276608722,554.6,0.243138905,0.335778056,0.462451211,0.704569966,0.673845473,0.423245781,0.148827036,0.223633345,0.424044368
549.5,0.201732405,0.362765961,0.34020007,0.584132065,0.686480578,0.729221813,0.695292157,0.566861061,0.275511386,555.4,0.248669213,0.341756311,0.468954685,0.703690177,0.67038985,0.421083304,0.151420763,0.227934888,0.431208757
550.3,0.206640915,0.368939371,0.346125742,0.590552259,0.691234943,0.734110757,0.693103713,0.563972503,0.275111123,556.2,0.253563085,0.348530131,0.475691154,0.704007963,0.66726469,0.418180793,0.154181347,0.232821501,0.438045094
551.1,0.211773169,0.375510115,0.353006591,0.59638709,0.69615073,0.737919607,0.691704466,0.560520321,0.273926109,557,0.258938229,0.354577544,0.482333703,0.702860578,0.662866339,0.414055343,0.15687962,0.237396656,0.444388175
551.9,0.216174474,0.381718687,0.358943211,0.602442627,0.701588981,0.740917469,0.690149038,0.55711495,0.272355279,557.8,0.264705391,0.361504799,0.488726572,0.703098171,0.65903205,0.411093578,0.159475314,0.242416612,0.450762048
552.7,0.22052588,0.388063627,0.36539684,0.60763729,0.70600856,0.743022665,0.688871545,0.553489266,0.270495993,558.6,0.270169128,0.367057469,0.494961956,0.701113725,0.654397668,0.409481602,0.162531568,0.247182264,0.457412101
553.5,0.224414113,0.395290868,0.371120302,0.613775376,0.708893248,0.744995958,0.685928288,0.551164215,0.26892471,559.4,0.275463453,0.37449077,0.501030786,0.698871487,0.650196022,0.408052805,0.165246524,0.252354637,0.463982158
554.3,0.228951479,0.401916128,0.378111462,0.619118016,0.712463124,0.74837656,0.682954117,0.549599018,0.267841202,560.2,0.280204051,0.380197443,0.50708571,0.696898206,0.645522553,0.405769289,0.168348891,0.256436143,0.470983378
555.1,0.233385247,0.408386042,0.384728164,0.623995924,0.715665237,0.75000681,0.678954202,0.546748066,0.267003945,561,0.286170371,0.387642374,0.513835659,0.69591832,0.641174852,0.402151882,0.172173722,0.261731242,0.478356586
555.8,0.238639892,0.414471006,0.392104929,0.628169293,0.719399994,0.751996088,0.676471766,0.543430363,0.265384383,561.8,0.292038288,0.393891283,0.520403572,0.69468802,0.637001059,0.398771127,0.175710208,0.26676483,0.486175831
556.6,0.242239064,0.419872215,0.398149032,0.631876562,0.721298773,0.752084874,0.672824197,0.538959186,0.263238444,562.6,0.298244161,0.401217704,0.527599927,0.694063007,0.631876589,0.395054814,0.180094991,0.272752512,0.493945231
557.4,0.247450853,0.426861024,0.40505407,0.636801431,0.724485969,0.753063829,0.67040263,0.535072855,0.260812248,563.4,0.303878527,0.408317271,0.534501789,0.691488556,0.626604401,0.39190412,0.183111097,0.278321961,0.500761428
558.2,0.251870261,0.43323927,0.410909607,0.642877287,0.727636898,0.753440329,0.666795828,0.531046773,0.258455512,564.2,0.309231508,0.414671006,0.540964555,0.688358618,0.620274034,0.388414093,0.186532564,0.283393682,0.506886687
559,0.257231322,0.440774551,0.417424484,0.647725607,0.730824962,0.753729652,0.663379835,0.525899248,0.256829863,565,0.314751762,0.420981765,0.546058659,0.683415284,0.614972196,0.385516494,0.189334786,0.288678856,0.512607372
559.8,0.262308491,0.447115864,0.423908835,0.653986946,0.733568387,0.755908807,0.658779978,0.522891342,0.254725647,565.8,0.320907533,0.42793581,0.551857834,0.680266319,0.610585269,0.38223096,0.192492538,0.293946066,0.520255268
560.6,0.267093143,0.453572419,0.430196542,0.657665248,0.734409736,0.755687246,0.653679517,0.51805582,0.252884418,566.6,0.327047231,0.435316241,0.557158937,0.677877545,0.605006222,0.378239906,0.195337301,0.299680902,0.527409102
561.4,0.27264864,0.459056745,0.437429132,0.661729795,0.735922381,0.755994603,0.650783716,0.514137651,0.25050558,567.4,0.333221955,0.442498907,0.562943275,0.674851236,0.599007414,0.373564681,0.198369601,0.304659693,0.535122419
562.1,0.277614654,0.466324341,0.44436199,0.663534634,0.738282288,0.75462227,0.648595072,0.508563776,0.248348088,568.2,0.339576877,0.449420153,0.56830207,0.671581042,0.591972491,0.369064748,0.202187605,0.309619278,0.541581807
562.9,0.283079917,0.473497932,0.451703882,0.666781528,0.740313059,0.754652218,0.645002447,0.504631938,0.246425204,569,0.345511122,0.456478574,0.574346632,0.668251268,0.586281627,0.366214119,0.206424886,0.315374897,0.549150959
563.7,0.288715535,0.481469378,0.457364599,0.671398894,0.74136473,0.754900466,0.639632775,0.500502397,0.244156212,569.8,0.352097449,0.463942064,0.581257647,0.664458414,0.580607008,0.362916546,0.211075097,0.321892486,0.556025354
564.5,0.293861499,0.488031871,0.464350708,0.675124998,0.742055163,0.753640844,0.634212934,0.496270115,0.242012572,570.6,0.358877585,0.470830618,0.587358538,0.661022122,0.574402743,0.358253428,0.215439452,0.327663523,0.562847717
565.3,0.300194947,0.495046994,0.471978895,0.680046575,0.744724864,0.752856987,0.630276011,0.491464664,0.24009496,571.4,0.365980779,0.478322429,0.592508434,0.656439353,0.568838298,0.353230918,0.219459265,0.333909716,0.569744647
566.1,0.306075337,0.501625546,0.480098542,0.683439641,0.745581695,0.752013463,0.625114243,0.487424125,0.237615252,572.2,0.37252221,0.485462821,0.597815763,0.653279776,0.562676243,0.348801357,0.223416271,0.339916149,0.57767905
566.9,0.312671972,0.508370893,0.487175257,0.687031283,0.746235175,0.751457073,0.619713507,0.482441882,0.234943434,573,0.377887372,0.492430115,0.60259105,0.648173725,0.557066241,0.345233501,0.227232719,0.3457467,0.583967311
567.7,0.31817429,0.514625692,0.494555216,0.690247268,0.745976473,0.749142118,0.613255148,0.477262015,0.232268698,573.8,0.383787216,0.499465107,0.608867476,0.643723163,0.550407019,0.34104029,0.230768508,0.350861594,0.590765749
568.4,0.323771011,0.522116698,0.501664702,0.693380366,0.748697111,0.747156766,0.608892357,0.471790781,0.230440022,574.6,0.389531083,0.50684571,0.613757855,0.638667606,0.543276286,0.336224075,0.234331626,0.355726726,0.59652125
569.2,0.330077517,0.529139817,0.508584911,0.696716642,0.748985956,0.745409673,0.603769433,0.466865459,0.229034194,575.4,0.396258849,0.513565533,0.619378926,0.633598233,0.536207769,0.331761792,0.238358198,0.361935831,0.603556478
570,0.336879399,0.53757392,0.51571816,0.699247485,0.749007443,0.745657598,0.599414074,0.461902024,0.226745388,576.2,0.403403304,0.520447185,0.624474321,0.62964159,0.530242711,0.327979711,0.243488914,0.368286993,0.610370382
570.8,0.342958949,0.543936269,0.522308519,0.701510707,0.746344965,0.742601567,0.593335886,0.456044147,0.223530801,577,0.410623014,0.527115369,0.630133738,0.625450094,0.524092373,0.324190851,0.248057715,0.37471787,0.617110835
571.6,0.348955159,0.55097824,0.530208044,0.703405046,0.745016932,0.740716175,0.587959666,0.451760359,0.22078835,577.8,0.417455861,0.534808507,0.635966795,0.621433529,0.518462469,0.320717546,0.252511078,0.380987409,0.623725655
572.4,0.354673316,0.557267903,0.536750913,0.705122694,0.744105583,0.737437323,0.582354727,0.446303685,0.217167964,578.6,0.423049042,0.542736601,0.641252578,0.615999713,0.511926547,0.316279531,0.256890734,0.3868509,0.630181061
573.2,0.361656617,0.565139454,0.544765037,0.707898381,0.744149138,0.735989576,0.57702117,0.441922447,0.215591187,579.4,0.429733982,0.550717102,0.646833042,0.61054161,0.506689778,0.312837128,0.262088967,0.393937037,0.63692112
574,0.368533795,0.57180393,0.550821835,0.709632298,0.742337512,0.731373866,0.570133383,0.435686052,0.212640942,580.2,0.436726265,0.558915955,0.652516527,0.606723974,0.500603851,0.308982643,0.267571986,0.400799265,0.644995729
574.7,0.375112224,0.578705561,0.557716159,0.712078948,0.740814205,0.728603378,0.563973906,0.430818802,0.211020079,581,0.444524574,0.56578781,0.657233627,0.602110622,0.494378544,0.305326868,0.272884882,0.408339548,0.651026259
575.5,0.381234596,0.584597175,0.563857873,0.712097579,0.738014096,0.724421771,0.557572164,0.425210318,0.208070182,581.8,0.451851219,0.572288414,0.662766072,0.597367437,0.487468945,0.300693151,0.277193163,0.413879406,0.659613075
576.3,0.38707499,0.591788024,0.571387981,0.71486357,0.737311137,0.722915373,0.55189356,0.419563467,0.204806279,582.6,0.458719513,0.579458788,0.666824548,0.591803075,0.480635292,0.296655394,0.282364627,0.420078856,0.665709199
577.1,0.393312953,0.59912987,0.578231709,0.715666966,0.735282737,0.718944579,0.54642983,0.414267425,0.201900497,583.4,0.464877372,0.586621105,0.672617716,0.586174775,0.474259643,0.292543647,0.286922418,0.426442119,0.672576058
577.9,0.400343691,0.605829614,0.584996632,0.717862561,0.733989168,0.715524974,0.540479322,0.408840627,0.198851561,584.2,0.471396961,0.593661007,0.676539837,0.580454283,0.46765357,0.288550922,0.291981202,0.433236493,0.677672891
578.7,0.407090967,0.61249263,0.59153818,0.719488763,0.731612214,0.711332642,0.535451801,0.403642812,0.196999229,585,0.477738133,0.60030734,0.680740577,0.574448053,0.461039701,0.283707337,0.296260769,0.438968249,0.683357553
579.5,0.41301622,0.618219592,0.597902144,0.721472454,0.729457793,0.707599846,0.528328373,0.397592528,0.194305625,585.8,0.484551838,0.606904211,0.684364998,0.569771173,0.454440333,0.279607721,0.301440766,0.44560364,0.690289428
580.3,0.418626667,0.62446992,0.604942898,0.722811695,0.726457397,0.703668803,0.521946955,0.392288212,0.191773528,586.6,0.49087325,0.614138214,0.689156387,0.565194652,0.448923299,0.275632664,0.307281489,0.452387154,0.696023544
581,0.424694703,0.631387196,0.611747007,0.723507187,0.724932254,0.700013733,0.515624496,0.387724587,0.188747417,587.4,0.498232386,0.621110406,0.694411334,0.559303615,0.442970326,0.272638211,0.313203402,0.459837995,0.703641753
581.8,0.43142598,0.638463776,0.619194258,0.724087088,0.721758774,0.695791157,0.509975146,0.381977752,0.185838713,588.1,0.505838112,0.627990306,0.699267246,0.554126483,0.436354303,0.268074705,0.318912882,0.465599902,0.709460962
582.6,0.437979691,0.645422816,0.6263335,0.725550837,0.719695725,0.691793383,0.504679588,0.375942042,0.182931344,588.9,0.513057786,0.635291348,0.70405657,0.548449511,0.429786381,0.264632404,0.323988445,0.471869628,0.715170755
583.4,0.444843869,0.651822304,0.632833032,0.7260561,0.716144238,0.686985009,0.49810804,0.369603322,0.180466772,589.6,0.519073021,0.642464268,0.707668947,0.544087294,0.42361903,0.260141313,0.329547813,0.479300485,0.720663664
584.2,0.452144887,0.656815969,0.639081174,0.72680139,0.712590455,0.682669882,0.491601771,0.363907081,0.178232445,590.3,0.525344742,0.650426653,0.712333221,0.537509181,0.418494333,0.256988572,0.335256734,0.486545936,0.727343085
585,0.459280371,0.664107878,0.64514995,0.726520226,0.709033499,0.677516138,0.485045628,0.358904157,0.176125325,591.1,0.531897934,0.656365675,0.715412307,0.531709617,0.412215281,0.252908825,0.340914603,0.493293671,0.733472024
585.8,0.465482473,0.669135906,0.653194424,0.726192823,0.705153593,0.672380664,0.479984165,0.35454923,0.173263326,591.8,0.538705316,0.6623207,0.719081592,0.52499726,0.406558098,0.249287313,0.34619346,0.498544018,0.738774504
586.6,0.471308606,0.675915575,0.660414896,0.724944759,0.702626935,0.667345084,0.475139182,0.350426982,0.170139805,592.6,0.545268758,0.668303357,0.722318699,0.519348496,0.399035131,0.244600304,0.352143901,0.504941072,0.743096973
587.3,0.478175044,0.681250775,0.667240239,0.725486008,0.699971017,0.663281105,0.469747085,0.345448821,0.168024055,593.3,0.551079956,0.675055814,0.725728092,0.513923738,0.393043144,0.240405738,0.357998325,0.511063083,0.748542121
588.1,0.485308599,0.688678213,0.671986175,0.726108426,0.695840133,0.658536467,0.463153758,0.339351493,0.165881466,594,0.557938873,0.680132989,0.729557977,0.508582041,0.385972845,0.236140232,0.363569685,0.517339481,0.753249344
588.9,0.492349814,0.69474432,0.678123577,0.72648401,0.692632424,0.653672969,0.456881799,0.334285679,0.163811202,594.8,0.563885079,0.685271187,0.731316242,0.502508381,0.380756869,0.232610333,0.368502496,0.523228957,0.75922047
589.6,0.498748473,0.699694195,0.683812179,0.726365774,0.689748536,0.648551305,0.450870463,0.328725119,0.160076148,595.5,0.570872488,0.690866011,0.735676182,0.496579978,0.374449655,0.228943365,0.374454477,0.530698838,0.764694184
590.3,0.504637043,0.70465965,0.69060822,0.725483052,0.686478217,0.643783454,0.444100128,0.323844576,0.156889036,596.3,0.575816729,0.696802672,0.738785281,0.490833092,0.368236718,0.224587579,0.380411137,0.536895651,0.769231011
591.1,0.510661428,0.70968855,0.696071594,0.725873743,0.6825949,0.638336788,0.437721201,0.318039059,0.154023794,597,0.583119462,0.703024748,0.743323442,0.48644098,0.362437389,0.221675067,0.387298556,0.543973472,0.773965368
591.8,0.516913057,0.716634227,0.702640022,0.725718549,0.677940696,0.633089069,0.43190378,0.313463637,0.152165981,597.7,0.589298116,0.707758745,0.745261816,0.481471433,0.357142515,0.218269161,0.393047987,0.54971147,0.778330456
592.6,0.524101613,0.721893846,0.709218997,0.726135479,0.674969123,0.628571593,0.426667668,0.308781886,0.149818031,598.5,0.596591711,0.713226702,0.748345701,0.475910485,0.352527795,0.215261351,0.399129868,0.556332445,0.783775294
593.3,0.530174376,0.727073747,0.715052739,0.725224353,0.670805795,0.623167755,0.420347574,0.303839539,0.14748222,599.2,0.602239573,0.71894383,0.75034567,0.469801311,0.346455402,0.209989642,0.404450344,0.561800587,0.787195413
594,0.536068079,0.730579869,0.719966998,0.722660588,0.666645713,0.618314438,0.41346789,0.297802258,0.144646011,600,0.609139411,0.725311308,0.753466568,0.463392846,0.340338416,0.206034274,0.410791153,0.567650142,0.791833675
594.8,0.541574623,0.735503146,0.724591986,0.721845921,0.662351933,0.613604895,0.407335895,0.292347489,0.142312164,600.7,0.614384832,0.731887764,0.755626392,0.457849646,0.334129667,0.2026177,0.416972952,0.574301284,0.796378583
